Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sierra Leone,GDP (current US$),1055081242.2874,932978182.014388,649644812.644707,780098205.215036,679997997.597116,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1074851475.17873,1236235826.58409,1369685676.56203,1430217080.66487,1627058706.47627,1862116164.80343,2126679686.06845,2451896681.91138,2419014960.19967,2578159479.90083,2932274241.9741,3789251962.27583,4920343203.30269,5015180836.19495,4252029353.82191,3862721204.61052,3719443317.52413,4085114542.06831,4076578653.54714,4062906363.55623,4249234573.98708,3970343852.31939
Singapore,GDP (current US$),25371462488.1292,30465364738.6206,36144336768.7023,45466164978.2923,52131330700.4439,60603821967.4681,73688716390.6153,87812540788.4293,96293097894.9194,100123798454.007,85728224856.3725,86286866724.2229,96076521349.0621,89793815727.6029,92538355642.8848,97646382412.8729,115033570415.043,127807810333.769,148627255181.674,180941741377.766,193617346346.785,194150322022.092,239807921966.007,279356526366.334,295092839974.919,307576360584.992,314863580758.455,307998545269.398,319029973659.293,343272878686.388,376869585632.115,376837488316.973,348392174863.651,423796995372.726,466788539651.836
Slovak Republic,GDP (current US$),,,12747380650.0762,14272201755.4704,15495514296.8042,16520676973.5301,20162936291.375,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30463670123.5931,29242558796.5507,30778781606.9575,35297794385.6863,46919965224.1497,57437444469.087,62808723476.719,70767338922.4411,86563986799.2505,100879902984.983,89399303222.155,91162836320.3524,99922685424.8842,94623731085.6106,98935222174.8611,101437045019.899,88900883130.8374,89952699524.8965,95649966260.981,106137924015.591,105710052464.625,106728917483.033,118656591909.266,115468803971.543
Slovenia,GDP (current US$),,,,,,,,21352224019.4096,21507232648.7252,20763101740.6963,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48067401207.3978,55779427739.6609,50567734885.9613,48208240226.4512,51583869785.1853,46577793184.0031,48415657264.8762,49997186439.0908,43107506024.3254,44766722790.5838,48589100043.0958,54177882425.8421,54331588482.3048,53706800043.6833,61748586534.8672,62117768014.8563
Solomon Islands,GDP (current US$),176494422.139879,172882435.808117,214877638.375504,227540473.340087,269034595.812985,300746329.680442,402836964.475154,469443201.503274,510586382.467644,526554053.175437,457579824.388508,488024547.992772,419842687.977845,409508556.613392,346406733.603556,417668997.397615,468005324.460339,552864568.402293,617258127.221057,695295347.621537,776337725.194945,805557595.915601,898133646.578352,1063895356.50841,1185283421.976,1285911568.51452,1335571356.68714,1307909891.29375,1379490315.02286,1469789050.30851,1615478421.45974,1619154958.40233,1536145831.0639,1580303517.17092,1595710784.31373
South Africa,GDP (current US$),103976854738.412,108055603481.557,126048148261.474,135203698237.977,146956142398.778,147194766334.415,153512697970.738,171735933897.331,163234919052.67,168978069551.36,152982979945.103,151516952945.154,151752749926.331,135429908544.338,129087560694.625,197018960967.972,255806928394.811,288867202055.144,303858667884.835,333077117253.684,316131245860.682,329754054488.855,417363825016.286,458199486480.576,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404158882459.024,388531226582.351,337619569570.511,419015636064.711,405869718462.343
Spain,GDP (current US$),376160409941.437,414757056921.996,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634907542858.302,598363313494.903,627830029412.205,708756677088.629,907491523174.116,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820,1631863493552.34,1491472923706.64,1422108199783.37,1480710495710.13,1324750738725,1355579535912.56,1371820537888.6,1196156971279.69,1233554967011.71,1313245330197.66,1421702715218.01,1394320055129.38,1276962685648.23,1427380681294.55,1397509272054.48
Sri Lanka,GDP (current US$),6978371581.26375,6987267683.77254,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279802451.2714,32350238662.9452,40713826320.5023,42066223971.0169,58636160848.9497,67753284134.9913,70447217163.6167,77000578207.3909,82528535572.5429,85140955516.7505,88012281909.7522,94376237831.5778,94493871351.4217,89014978319.0703,84440535698.8207,88496535599.3564,74403578363.4355
St. Kitts and Nevis,GDP (current US$),172692592.592593,192518518.518518,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000,547203703.703704,644414814.814815,689285185.185185,777691333.333333,774273111.111111,778718518.518518,836092592.592593,825381481.481481,874896296.296296,953170370.37037,957037037.037037,1008100000,1058944444.44444,1076922222.22222,1107844444.44444,884522222.222222,860844444.444444,961563259.259259
St. Lucia,GDP (current US$),429629629.62963,486666666.666667,579629629.62963,613703703.703704,674074074.074074,684814814.814815,713703703.703704,762962962.962963,788888888.888889,805925925.925926,877407407.407407,921851851.851852,932592592.592592,892592592.592592,900000000,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1482370370.37037,1568370370.37037,1598222222.22222,1660222222.22222,1749296296.2963,1807222222.22222,1865444444.44444,1996703703.7037,2057074074.07407,2094185185.18518,1516000000,1691259259.25926,2065027555.55556
St. Vincent and the Grenadines,GDP (current US$),200726712.592593,214745002.222222,240366666.666667,254829629.62963,277955555.555556,286307407.407407,289437037.037037,316007407.407407,331488888.888889,347770370.37037,373618518.518519,390718518.518519,427946037.037037,462072333.333333,487763851.851852,509090888.888889,549900185.185185,579948925.925926,643501148.148148,713596666.666667,732663259.259259,714300259.259259,720447888.888889,713796370.37037,730032592.592593,764781259.259259,770901436.441118,786554580.796867,814302267.073348,844039068.757533,884328180.526933,910765709.768752,869111852.751778,872226063.705504,948558503.126378
Suriname,GDP (current US$),1161000000,542600000,388400000,448100000,404600000,428764705.882353,605492537.313433,691590497.737557,861372046.454058,926422500,1110850000,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793410617.00935,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368371528.30474,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126238146.34146,3317421499.77314,3591679371.03991,3996198760.32389,4016040575.08796,2911807496.20227,2984706243.65482,3620655116.22074
Sweden,GDP (current US$),206988363594.82,217949132622.507,261846636897.068,274230545848.399,284319488252.297,212952606992.293,229034457106.495,267307061910.144,291745732990.835,268146349551.014,270810151170.431,274071242574.57,262834187366.578,242395011586.562,266848422377.999,334337040046.622,385118743610.143,392218701192.925,423090618042.966,491254769728.812,517706214656.407,436535921119.119,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,547054174235.876,636856236396.239,585939170123.856
Switzerland,GDP (current US$),215540625298.982,208102666687.042,265771545360.201,268903256527.525,279917776400.299,272234456388.102,301376707849.169,352845006670.363,340101207919.03,294785659876.836,303456228792.493,297882566712.49,279209007352.669,286580125206.282,309299934075.77,362088305988.747,403914244451.966,418292704114.275,441619409123.416,490754683815.144,567273005013.434,554191679308.884,598851028906.58,715888126682.396,686420221557.99,706234937370.968,726537808338,694118186379.628,687895460902.713,695200833086.499,725562534363.895,721369112726.724,739913619797.445,800640155387.26,807706035351.75
Syrian Arab Republic,GDP (current US$),16574342984.4098,18609532293.9866,23904498886.4143,27756258351.8931,33107349665.9243,36860133630.2895,45086948775.0557,50866369710.4677,61546280623.608,66420400890.8686,70418173719.3764,72970334075.7238,80590022271.7149,86771314031.1804,90558485523.3853,95693808463.2517,112863340757.238,134203830734.967,153799910913.14,180030111358.575,218089977728.285,224561692650.334,252518218262.806,67539427670.9958,43190317724.7088,21361254647.9904,21502061462.2122,16468399180.3822,12598742886.9368,16369724433.2751,21496337967.8677,22600896352.1266,11159274040.2708,,
Tajikistan,GDP (current US$),,,2629395066.27017,2534720480.3244,1909246640.80838,1646693642.11088,1522018435.69536,1231567145.35508,1043654822.33503,921517486.662716,1320199581.52261,1086612582.89292,860541842.263697,1080772703.16128,1221106073.03073,1555318430.76621,2076176636.43428,2312352267.98721,2830213562.60217,3719524180.70289,5161299725.27673,4979471963.79181,5642221528.67114,6522755783.39257,7633036366.03492,8448410727.15443,9112606074.51713,8271431932.43678,6992416096.89018,7536403146.68377,7765000282.29397,8300813889.63698,8133963813.3329,8937805347.13963,10492123387.7931
Tanzania,GDP (current US$),5100405344.39923,4420167588.57625,4258742898.93795,4956587901.61865,4601413521.13102,4257702021.44302,4510847189.15431,5255221043.83861,6496195823.96993,7683852496.84499,12270448546.3584,12711213451.034,13375976353.6994,13581644245.7352,14142035080.2849,15224257698.482,16675948414.7573,18399046025.2688,18649590248.2626,21843529024.9154,27961527622.7154,29081826158.6787,32014247547.5146,34657141720.6759,39650522645.9811,45680532613.7591,49964825081.1078,47378603783.6471,49774004999.2038,53275968094.8533,57003686049.4102,61026765850.3054,66068737757.2651,70655628140.5826,75709289056.4457
Thailand,GDP (current US$),61667254410.673,72250747142.1734,85343189320.7519,98234713407.7323,111452745855.989,128889262554.627,146683779608.917,169278918603.436,183035238433.438,150180454390.446,113675595413.496,126669212337.245,126392223203.461,120296476180.402,134300903357.962,152280616469.478,172895685509.275,189318407487.959,221758294724.764,262942624565.273,291382985568.988,281710629173.199,341104766329.17,370818735569.86,397558329541.972,420333659152.573,407339036017.221,401296242133.903,413366345843.744,456356812774.563,506754212432.991,543976695638.812,500457261548.076,505568057004.254,495340592811.188
Togo,GDP (current US$),1873745515.35744,1838552523.37741,2212905422.64086,2177399825.45509,2300598696.19391,1676225629.24127,1335309429.65899,1779348593.14893,1991429217.6411,2036956850.59888,2157078792.4713,2142574540.97524,2027363116.95413,2014516700.52675,2319268823.40971,2875255592.53666,3071152629.2959,3100356551.92876,3195618966.30736,3618281293.07928,4516616223.91031,4592147227.9068,4660369658.37123,5262368232.30347,5263522037.22724,5872790935.48729,6217047648.63985,5681469374.10362,6031632014.86013,6395472028.24361,7029217931.75029,6992656428.93581,7389329392.7704,8334047485.51396,8126439480.61302
Tonga,GDP (current US$),106657267.367342,106344854.986095,113563821.577404,132201141.446861,137066290.550071,138489884.393064,195990986.21421,208871665.748682,222100576.345483,214991452.314998,191504892.761394,199208752.453675,204848436.577021,181117272.403138,182764299.854513,202246621.151561,230657579.058937,261803692.13042,292230634.197573,298519087.685864,344436494.4047,312377751.087121,366832186.493476,414533045.126956,470705334.756043,450650718.154379,439877675.693345,437003006.744784,420548768.072805,460374252.206137,488906860.874058,512053639.842631,484796858.839009,469228124.153914,
Trinidad and Tobago,GDP (current US$),4496910569.10569,4323058823.52941,5068000000,5307905882.35294,5439552941.17647,4669491425.1222,4947181506.38931,5329217896.54571,5759570495.96598,5737771217.16915,6043687133.40846,6808982520.75759,8154342547.5637,8824849662.9616,9008297748.05893,11305459802.0683,13280292692.3489,15982388172.7158,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157919433.8752,25433008605.0407,27121712418.5349,28557451149.8686,29489012806.8905,26851970249.3032,23496215880.5212,23797686961.8447,24322359037.409,23849557811.3959,21059428846.0153,24460196270.1157,27899082337.3688
Tunisia,GDP (current US$),10096243800.7898,10101853518.0853,12290568181.8182,13074782608.6957,15496702219.8771,14608340459.4475,15633171728.3223,18030876599.3444,19587155099.3502,20746204100.7016,21802893587.126,22943202174.9668,21473522938.6803,22065840117.4661,23141611178.8428,27453895158.9433,31183893587.4103,32272178403.5147,34376664600.5898,38915343743.2934,44859452038.1178,43455740497.3061,46206091937.9628,48123314430.4878,47311411909.7034,48685436425.0946,50271812920.612,45779494041.9295,44360065796.6202,42163530590.9462,42686509835.5287,41905637658.6053,42538462678.1201,46687298709.3541,46664948951.6571
Turkey,GDP (current US$),90853080152.2135,107143390749.858,150676194826.809,151041399039.068,159094972321.748,180421862247.805,130651877908.195,169319354340.48,181464650312.271,189878399894.643,275941726172.383,256395983758.49,274294842523.054,201753110088.579,240249005455.218,314595528425.307,408865358516.587,506314676837.415,557075996577.466,681321173796.053,770449308781.338,649289418603.013,776967457763.602,838785514058.562,880555912745.582,957798998031.277,938934430070.659,864313960482.343,869682954136.208,858988578709.755,778476714087.962,759934804372.319,720288811761.915,819034484303.169,905987824096.127
Turkmenistan,GDP (current US$),3010982414.24425,3006988216.55045,3189539641.3171,3208098919.0146,3200539816.0601,3179225948.58114,2561118608.35516,2482228439.71407,2378759975.44506,2450349634.47436,2605688065.08338,2450564467.58315,2904662604.82053,3534771968.51189,4462028988.72949,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,44220285714.2857,45610571428.5714,,
Turks and Caicos Isl.,GDP (current US$),,,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,1044778790,1138808881.1
Tuvalu,GDP (current US$),,,8824746.23813152,9365488.11527636,9742603.63358628,9631024.91567838,10887216.9090252,11025679.5147634,12335200.1648586,12701093.9749737,12757405.7922913,13687141.1058778,15073978.4480759,13964728.7157492,16842677.1707019,19456335.9287725,22798266.5963107,22909973.9844518,24096867.4704455,28450156.7896508,31874425.9457828,28076988.1290938,32105394.1529273,39196949.3440623,39345578.2233767,38615887.0338205,38760972.4230315,36811928.82414,41629064.9653416,45276606.0014551,48015219.9526234,54123195.2727502,51746568.697119,60196366.8066821,60349391.0988033
Uganda,GDP (current US$),6508931651.66667,5276480789.75396,4304399314.79883,3321729157.61296,2857457760.91789,3220439044.18949,3990430446.71216,5755818844.54988,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57246,6178563590.89254,6606884273.84919,7939487548.40605,9239221760.48232,9977647685.28515,11902564496.6908,14440404136.5669,25127805566.4511,26673441432.4579,27871725245.1688,27305915907.9939,28915786520.3935,32612397253.2395,32387183733.0207,29203988697.459,30744473839.7439,32927025621.3848,35348155092.292,37605430214.347,40510241365.9029,45559202048.7345
Ukraine,GDP (current US$),74703517902.6642,82709161099.1244,81393558423.4406,77350733982.4458,73945908383.7046,65648559903.0571,52549553403.0304,48213867647.4523,44558841762.3667,50151522612.0082,41882529044.5491,31580642102.4386,32375081951.1418,39309580983.2282,43956163612.0433,52010352502.0057,67220154164.3166,89238865118.5263,111884752475.248,148733861386.139,188110375778.931,121552148243.748,141209163012.941,169333838743.705,182591746211.418,190498811460.028,133503867181.971,91030968761.4155,93355868977.6619,112090503817.399,130891086689.522,153883045524.931,156617719786.254,199765856764.501,160502739236.097
United Arab Emirates,GDP (current US$),36275674203.2144,41464995913.9199,50701443748.2975,51552165622.4462,54239171887.769,55625170253.337,59305093979.842,65743666575.8649,73571233996.1863,78839008444.5655,75674336283.1858,84445473110.9598,104337372362.151,103311640571.818,109816201497.617,124346358066.712,147824370319.946,180617467964.602,222116541865.214,257916133424.098,315474615738.598,253547358747.447,289787452661.675,350666058379.85,384610125391.423,400218529748.128,414105366752.893,370275469571.137,369255326235.534,390516804029.952,427049432157.931,417989721742.682,349473015330.157,415021590687.543,507534921715.453
United Kingdom,GDP (current US$),910171030657.68,926926143222.19,1093213710428.01,1142766274398.22,1179713014951.83,1061457883633.55,1140443311074.5,1346252041210.47,1421711933486.21,1561715127635.22,1654996607708.19,1689407711357.04,1666048767079.76,1648765214387,1785781372553.92,2056704586736.55,2423047347028.45,2544813166100.5,2709978165671.04,3092996468387.23,2931683721186.75,2417565709974.49,2491397494467.95,2666403005061.42,2706340967030.68,2786315215249.95,3065223279583.79,2934857946213.47,2699659680997.2,2683488510504.04,2878152147315.82,2857057847953.02,2704609160088.15,3122480345924.54,3070667732359.21
United States,GDP (current US$),5236438000000,5641580000000,5963144000000,6158129000000,6520327000000,6858559000000,7287236000000,7639749000000,8073122000000,8577554457000,9062818202000,9631174489000,10250947997000,10581929774000,10929112955000,11456442041000,12217193198000,13039199193000,13815586948000,14474226905000,14769857911000,14478064934000,15048964444000,15599728123000,16253972230000,16843190993000,17550680174000,18206020741000,18695110842000,19477336549000,20533057312000,21380976119000,21060473613000,23315080560000,25462700000000
Uruguay,GDP (current US$),8213526913.66289,8438946947.60228,9298806525.099,11206174799.5619,12878150209.9029,15002138240.0392,17474590050.7212,19297663096.5506,20515457255.7546,23969738387.6719,25385887785.5852,23983945190.6202,22823271520.8708,20898762265.2653,13606515935.952,12045638209.5112,13686329890.1191,17362857683.8545,19741420466.5393,23797773024.3992,31119603033.9891,32708318594.41,41950361211.9581,50342405198.2458,54232266358.7811,61337620935.5305,61496186973.902,57680328702.241,57480788380.312,65006047680.3225,65203071110.6037,62048585618.505,53666908479.5585,61412268248.9461,71177146197.4951
Uzbekistan,GDP (current US$),,,13360607990.6751,13677622222.2222,12941297376.0933,13099013835.5111,12899156990.6156,13350468917.4115,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,49765676402.4495,60178909297.208,67517349212.0609,73180037913.0325,80845385816.2062,86196264741.9423,86138288633.2241,62081322741.1228,52870108217.5626,60283503705.3907,60224701295.7983,69600614988.6039,80391853884.764
Vanuatu,GDP (current US$),158351368.433149,154013202.116475,168879207.244148,201334169.054441,209088824.608438,200491853.167847,233701301.490486,249333250.082507,261370044.486614,272771209.113662,262293410.708334,268006972.690296,272014627.17652,257926881.72043,262596534.920198,314471413.859657,364996869.129618,394962431.824251,439358585.211911,516392922.513728,590748431.345135,592622317.295008,670712977.374943,770153591.088177,747839697.746593,758304466.245339,772315986.470477,730870805.20235,780889605.899977,880061830.96959,914736985.430944,936526267.622513,909421043.508407,971636097.850666,983582864.560796
Venezuela,GDP (current US$),60226413793.1034,43536709104.0115,48606952194.7752,53453444786.6256,60416519619.7904,60037460783.4143,58418666666.6667,77389487771.5469,70543211119.099,85837678559.2469,91336763255.6157,97972842461.5131,117146466003.235,122911036746.163,92893587733.6549,83620628582.1082,112451400422.982,145513489651.872,183477522123.894,230364012575.687,315953388510.678,329787628928.471,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,,,,,,,,
Vietnam,GDP (current US$),25423812648.5941,6293304974.59403,6471740805.56984,9613369520.41885,9866990236.43587,13180953598.1716,16286433533.3228,20736164458.9505,24657470574.7501,26843700441.5482,27209602050.0452,28683659006.7752,31172518403.3162,32685198809.2947,35064105500.8344,39552513231.0669,45427854693.2554,57633255739.4104,66371664817.0436,77414425532.2452,99130304099.1274,106014659563.143,147201164066.172,172595034069.162,195590647205.685,213708830776.947,233451484773.974,239258340825.533,257096001174.075,281353626107.245,310106472642.968,334365257920.289,346615750166.553,366137590717.804,408802379068.229
Yemen,GDP (current US$),,,5647119229.00763,5930370370.37037,6463649985.01648,5368270614.8468,4167356037.1517,4258788725.44991,5785685310.86668,6838557384.40357,6325141675.86989,7641102523.15082,9652436179.64605,9861560094.74009,10694628091.6726,11777966673.3897,13872791658.5487,16746347681.0074,19061978586.1278,21650532264.2322,26910855852.1923,25130278253.8534,30906749533.221,32726417878.391,35401323349.8817,40415233436.1767,43228585321.3272,42444489460.9387,31317824906.4358,26842231204.8047,21606161066.2074,,,,
Zambia,GDP (current US$),3728878148.80792,3994673161.02649,3285217391.30435,3376806697.1218,3181921787.7095,3273507753.87841,3656808232.64295,3806982678.89363,3597220962.00017,4303290116.56546,3537741625.24395,3404284652.93585,3600631918.50658,4094441301.21423,4193850445.42632,4901869715.90457,6221109716.39571,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311506435.0598,23308667781.2258,18110638619.3723,22147649568.6121,29784454055.9391
Zimbabwe,GDP (current US$),7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890936.6523,34156069918.0609,21832234925.5021,21509698406.1116,28371238665.5116,20678055597.7345
